"row_id","order_id","order_date","customer_id","discount","rank"
44578,"EG-2014-8740","2024-12-18","AC-420","0.00","9"
44577,"EG-2014-8740","2024-12-18","AC-420","0.00","9"
48416,"CA-2012-8950","2022-04-02","AC-450","0.00","1"
50876,"CA-2012-2020","2022-06-25","AC-450","0.00","2"
44142,"GH-2012-8470","2022-10-18","AC-450","0.00","3"
46268,"SF-2013-1090","2023-11-26","AC-450","0.00","4"
46269,"SF-2013-1090","2023-11-26","AC-450","0.00","4"
49612,"SF-2014-5410","2024-01-29","AC-450","0.00","5"
44299,"SA-2014-1490","2024-06-09","AC-450","0.00","6"
41935,"KZ-2014-9320","2024-07-03","AC-450","0.70","7"
41933,"KZ-2014-9320","2024-07-03","AC-450","0.70","7"
41934,"KZ-2014-9320","2024-07-03","AC-450","0.70","7"
45215,"UP-2011-870","2021-04-30","AC-615","0.00","1"
42691,"KE-2011-6940","2021-10-01","AC-615","0.00","2"
42690,"KE-2011-6940","2021-10-01","AC-615","0.00","2"
42692,"KE-2011-6940","2021-10-01","AC-615","0.00","2"
46915,"SO-2013-7290","2023-03-23","AC-615","0.00","3"
47681,"NI-2013-1630","2023-08-09","AC-615","0.70","4"
47680,"NI-2013-1630","2023-08-09","AC-615","0.70","4"
47682,"NI-2013-1630","2023-08-09","AC-615","0.70","4"
49843,"AU-2013-2590","2023-09-26","AC-615","0.00","5"
49840,"AU-2013-2590","2023-09-26","AC-615","0.00","5"
49839,"AU-2013-2590","2023-09-26","AC-615","0.00","5"
49841,"AU-2013-2590","2023-09-26","AC-615","0.00","5"
49842,"AU-2013-2590","2023-09-26","AC-615","0.00","5"
45338,"IS-2014-3290","2024-01-28","AC-615","0.00","6"
45339,"IS-2014-3290","2024-01-28","AC-615","0.00","6"
45337,"IS-2014-3290","2024-01-28","AC-615","0.00","6"
45336,"IS-2014-3290","2024-01-28","AC-615","0.00","6"
42431,"RO-2014-420","2024-09-30","AC-615","0.00","7"
45570,"CM-2013-70","2023-05-27","AC-660","0.00","1"
44876,"IZ-2013-1830","2023-11-14","AC-660","0.00","2"
48656,"MO-2013-1100","2023-12-20","AC-660","0.00","3"
42813,"EG-2014-460","2024-09-03","AC-660","0.00","4"
42815,"EG-2014-460","2024-09-03","AC-660","0.00","4"
42816,"EG-2014-460","2024-09-03","AC-660","0.00","4"
42814,"EG-2014-460","2024-09-03","AC-660","0.00","4"
42817,"EG-2014-460","2024-09-03","AC-660","0.00","4"
1626,"MX-2011-118983","2021-08-16","AD-10180","0.00","1"
1627,"MX-2011-118983","2021-08-16","AD-10180","0.00","1"
41032,"CA-2011-128062","2021-11-19","AD-10180","0.20","2"
31421,"US-2011-152030","2021-12-26","AD-10180","0.30","3"
4112,"US-2012-151288","2022-02-03","AD-10180","0.40","4"
13373,"IT-2012-3719538","2022-03-13","AD-10180","0.15","5"
2904,"US-2012-142216","2022-04-24","AD-10180","0.40","6"
2905,"US-2012-142216","2022-04-24","AD-10180","0.40","6"
32623,"CA-2012-120439","2022-06-14","AD-10180","0.20","7"
32583,"CA-2012-124268","2022-07-04","AD-10180","0.00","8"
28632,"IN-2012-11812","2022-10-05","AD-10180","0.10","9"
28634,"IN-2012-11812","2022-10-05","AD-10180","0.10","9"
28631,"IN-2012-11812","2022-10-05","AD-10180","0.10","9"
28633,"IN-2012-11812","2022-10-05","AD-10180","0.10","9"
13968,"ES-2012-1536321","2022-12-06","AD-10180","0.00","10"
15660,"ES-2013-1375070","2023-01-19","AD-10180","0.10","11"
1032,"US-2013-119956","2023-04-15","AD-10180","0.20","12"
15574,"ES-2013-1653195","2023-05-03","AD-10180","0.00","13"
15575,"ES-2013-1653195","2023-05-03","AD-10180","0.00","13"
20600,"ID-2013-70122","2023-06-11","AD-10180","0.47","14"
20598,"ID-2013-70122","2023-06-11","AD-10180","0.17","14"
20599,"ID-2013-70122","2023-06-11","AD-10180","0.07","14"
20602,"ID-2013-70122","2023-06-11","AD-10180","0.17","14"
20601,"ID-2013-70122","2023-06-11","AD-10180","0.27","14"
20597,"ID-2013-70122","2023-06-11","AD-10180","0.47","14"
25751,"IN-2013-46847","2023-07-16","AD-10180","0.00","15"
26708,"IN-2013-64732","2023-09-19","AD-10180","0.00","16"
26707,"IN-2013-64732","2023-09-19","AD-10180","0.00","16"
23381,"IN-2013-31055","2023-10-07","AD-10180","0.00","17"
9665,"MX-2013-116624","2023-11-08","AD-10180","0.00","18"
9664,"MX-2013-116624","2023-11-08","AD-10180","0.00","18"
10428,"ES-2013-1169960","2023-12-20","AD-10180","0.10","19"
31815,"CA-2014-127432","2024-01-23","AD-10180","0.00","20"
31813,"CA-2014-127432","2024-01-23","AD-10180","0.00","20"
31814,"CA-2014-127432","2024-01-23","AD-10180","0.00","20"
31812,"CA-2014-127432","2024-01-23","AD-10180","0.00","20"
4002,"MX-2014-154466","2024-02-03","AD-10180","0.00","21"
4003,"MX-2014-154466","2024-02-03","AD-10180","0.00","21"
36585,"US-2014-136784","2024-05-01","AD-10180","0.00","22"
25058,"IN-2014-10258","2024-05-12","AD-10180","0.00","23"
25059,"IN-2014-10258","2024-05-12","AD-10180","0.00","23"
28794,"IN-2014-22137","2024-05-21","AD-10180","0.00","24"
28793,"IN-2014-22137","2024-05-21","AD-10180","0.00","24"
30918,"ID-2014-83240","2024-09-30","AD-10180","0.40","25"
34996,"CA-2014-160416","2024-11-14","AD-10180","0.00","26"
36224,"CA-2014-143245","2024-12-02","AD-10180","0.00","27"
36225,"CA-2014-143245","2024-12-02","AD-10180","0.00","27"
43221,"TU-2014-5420","2024-06-02","AD-180","0.60","1"
47340,"EG-2014-7000","2024-06-18","AD-180","0.00","2"
43130,"TU-2014-4210","2024-12-26","AD-180","0.60","3"
43132,"TU-2014-4210","2024-12-26","AD-180","0.60","3"
43129,"TU-2014-4210","2024-12-26","AD-180","0.60","3"
43128,"TU-2014-4210","2024-12-26","AD-180","0.60","3"
43133,"TU-2014-4210","2024-12-26","AD-180","0.60","3"
43131,"TU-2014-4210","2024-12-26","AD-180","0.60","3"
23101,"ID-2011-66412","2021-03-30","AF-10870","0.25","1"
23097,"ID-2011-66412","2021-03-30","AF-10870","0.25","1"
23103,"ID-2011-66412","2021-03-30","AF-10870","0.45","1"
23102,"ID-2011-66412","2021-03-30","AF-10870","0.25","1"
23100,"ID-2011-66412","2021-03-30","AF-10870","0.25","1"
23099,"ID-2011-66412","2021-03-30","AF-10870","0.25","1"
23095,"ID-2011-66412","2021-03-30","AF-10870","0.45","1"
23098,"ID-2011-66412","2021-03-30","AF-10870","0.45","1"
23096,"ID-2011-66412","2021-03-30","AF-10870","0.35","1"
30848,"ID-2011-81917","2021-05-30","AF-10870","0.40","2"
22872,"IN-2011-11602","2021-09-02","AF-10870","0.10","3"
22870,"IN-2011-11602","2021-09-02","AF-10870","0.10","3"
22871,"IN-2011-11602","2021-09-02","AF-10870","0.10","3"
20228,"ES-2011-5752766","2021-09-28","AF-10870","0.00","4"
19320,"IT-2011-1111988","2021-10-14","AF-10870","0.50","5"
909,"MX-2011-106775","2021-10-27","AF-10870","0.00","6"
911,"MX-2011-106775","2021-10-27","AF-10870","0.00","6"
910,"MX-2011-106775","2021-10-27","AF-10870","0.00","6"
30014,"IN-2011-16558","2021-11-05","AF-10870","0.27","7"
30015,"IN-2011-16558","2021-11-05","AF-10870","0.47","7"
30136,"ID-2012-77080","2022-02-13","AF-10870","0.10","8"
2213,"MX-2012-151036","2022-03-14","AF-10870","0.00","9"
2212,"MX-2012-151036","2022-03-14","AF-10870","0.00","9"
2214,"MX-2012-151036","2022-03-14","AF-10870","0.00","9"
1087,"MX-2012-136987","2022-05-24","AF-10870","0.00","10"
1089,"MX-2012-136987","2022-05-24","AF-10870","0.00","10"
1088,"MX-2012-136987","2022-05-24","AF-10870","0.00","10"
30416,"ID-2012-84171","2022-07-03","AF-10870","0.40","11"
30419,"ID-2012-84171","2022-07-03","AF-10870","0.40","11"
30418,"ID-2012-84171","2022-07-03","AF-10870","0.40","11"
30417,"ID-2012-84171","2022-07-03","AF-10870","0.40","11"
9341,"MX-2012-136728","2022-08-03","AF-10870","0.00","12"
9342,"MX-2012-136728","2022-08-03","AF-10870","0.00","12"
1268,"MX-2012-118647","2022-09-19","AF-10870","0.00","13"
1269,"MX-2012-118647","2022-09-19","AF-10870","0.00","13"
26385,"IN-2012-75099","2022-09-25","AF-10870","0.27","14"
7755,"US-2012-133347","2022-10-09","AF-10870","0.40","15"
36905,"CA-2012-168634","2022-12-06","AF-10870","0.00","16"
40964,"CA-2013-126270","2023-04-24","AF-10870","0.20","17"
40965,"CA-2013-126270","2023-04-24","AF-10870","0.00","17"
34656,"CA-2013-139234","2023-05-07","AF-10870","0.20","18"
34655,"CA-2013-139234","2023-05-07","AF-10870","0.80","18"
26238,"IN-2013-44992","2023-05-17","AF-10870","0.20","19"
26239,"IN-2013-44992","2023-05-17","AF-10870","0.50","19"
33740,"CA-2013-146934","2023-05-23","AF-10870","0.00","20"
33742,"CA-2013-146934","2023-05-23","AF-10870","0.00","20"
33738,"CA-2013-146934","2023-05-23","AF-10870","0.30","20"
33741,"CA-2013-146934","2023-05-23","AF-10870","0.00","20"
33737,"CA-2013-146934","2023-05-23","AF-10870","0.00","20"
33739,"CA-2013-146934","2023-05-23","AF-10870","0.00","20"
18113,"ES-2013-1680695","2023-09-06","AF-10870","0.00","21"
18114,"ES-2013-1680695","2023-09-06","AF-10870","0.10","21"
7465,"MX-2013-157875","2023-10-08","AF-10870","0.00","22"
7466,"MX-2013-157875","2023-10-08","AF-10870","0.00","22"
2113,"MX-2013-137155","2023-10-14","AF-10870","0.00","23"
2114,"MX-2013-137155","2023-10-14","AF-10870","0.00","23"
2115,"MX-2013-137155","2023-10-14","AF-10870","0.00","23"
5898,"MX-2013-115350","2023-10-31","AF-10870","0.00","24"
22689,"ID-2013-10846","2023-12-28","AF-10870","0.50","25"
22688,"ID-2013-10846","2023-12-28","AF-10870","0.20","25"
24985,"IN-2014-65194","2024-03-27","AF-10870","0.00","26"
24984,"IN-2014-65194","2024-03-27","AF-10870","0.00","26"
24982,"IN-2014-65194","2024-03-27","AF-10870","0.00","26"
24983,"IN-2014-65194","2024-03-27","AF-10870","0.00","26"
28691,"IN-2014-28675","2024-04-17","AF-10870","0.00","27"
28694,"IN-2014-28675","2024-04-17","AF-10870","0.00","27"
28692,"IN-2014-28675","2024-04-17","AF-10870","0.00","27"
28693,"IN-2014-28675","2024-04-17","AF-10870","0.00","27"
39496,"CA-2014-125269","2024-04-25","AF-10870","0.80","28"
39497,"CA-2014-125269","2024-04-25","AF-10870","0.20","28"
26798,"IN-2014-27513","2024-05-23","AF-10870","0.00","29"
14637,"ES-2014-2689172","2024-06-13","AF-10870","0.10","30"
14638,"ES-2014-2689172","2024-06-13","AF-10870","0.10","30"
12827,"ES-2014-5714196","2024-06-14","AF-10870","0.35","31"
12826,"ES-2014-5714196","2024-06-14","AF-10870","0.00","31"
11636,"ES-2014-3909772","2024-09-17","AF-10870","0.00","32"
30634,"IN-2014-85515","2024-11-06","AF-10870","0.40","33"
35243,"CA-2014-167871","2024-11-19","AF-10870","0.20","34"
35242,"CA-2014-167871","2024-11-19","AF-10870","0.20","34"
33447,"US-2014-139969","2024-11-20","AF-10870","0.30","35"
21222,"ID-2014-66181","2024-12-25","AF-10870","0.10","36"
6559,"MX-2011-143308","2021-03-28","AF-10885","0.40","1"
38852,"CA-2011-114181","2021-05-10","AF-10885","0.20","2"
38851,"CA-2011-114181","2021-05-10","AF-10885","0.50","2"
12555,"ES-2011-1822857","2021-06-06","AF-10885","0.10","3"
14919,"ES-2011-3670390","2021-08-09","AF-10885","0.40","4"
12503,"IT-2011-1097469","2021-08-30","AF-10885","0.15","5"
12504,"IT-2011-1097469","2021-08-30","AF-10885","0.10","5"
34581,"CA-2011-103702","2021-09-12","AF-10885","0.70","6"
13107,"ES-2011-5265774","2021-09-13","AF-10885","0.00","7"
13108,"ES-2011-5265774","2021-09-13","AF-10885","0.00","7"
14966,"ES-2012-2501542","2022-03-20","AF-10885","0.00","8"
14965,"ES-2012-2501542","2022-03-20","AF-10885","0.15","8"
31004,"ID-2012-85711","2022-04-06","AF-10885","0.40","9"
4720,"MX-2012-128818","2022-05-12","AF-10885","0.00","10"
24665,"IN-2012-41177","2022-08-02","AF-10885","0.47","11"
24664,"IN-2012-41177","2022-08-02","AF-10885","0.17","11"
16143,"ES-2012-2662262","2022-08-13","AF-10885","0.00","12"
25581,"IN-2012-50592","2022-09-25","AF-10885","0.27","13"
25583,"IN-2012-50592","2022-09-25","AF-10885","0.17","13"
25582,"IN-2012-50592","2022-09-25","AF-10885","0.27","13"
6222,"MX-2012-151610","2022-10-03","AF-10885","0.20","14"
32143,"CA-2012-114300","2022-10-13","AF-10885","0.00","15"
32144,"CA-2012-114300","2022-10-13","AF-10885","0.00","15"
27351,"IN-2012-32805","2022-12-19","AF-10885","0.00","16"
27353,"IN-2012-32805","2022-12-19","AF-10885","0.00","16"
27352,"IN-2012-32805","2022-12-19","AF-10885","0.00","16"
10453,"ES-2013-5376470","2023-01-03","AF-10885","0.10","17"
22877,"IN-2013-19582","2023-02-14","AF-10885","0.10","18"
22878,"IN-2013-19582","2023-02-14","AF-10885","0.10","18"
22876,"IN-2013-19582","2023-02-14","AF-10885","0.10","18"
19602,"ES-2013-2028016","2023-04-26","AF-10885","0.40","19"
19603,"ES-2013-2028016","2023-04-26","AF-10885","0.00","19"
19600,"ES-2013-2028016","2023-04-26","AF-10885","0.00","19"
19601,"ES-2013-2028016","2023-04-26","AF-10885","0.00","19"
29660,"IN-2013-22417","2023-05-15","AF-10885","0.00","20"
4575,"MX-2013-115182","2023-08-30","AF-10885","0.00","21"
17936,"ES-2013-4147391","2023-08-31","AF-10885","0.00","22"
17937,"ES-2013-4147391","2023-08-31","AF-10885","0.00","22"
34164,"CA-2013-115588","2023-11-11","AF-10885","0.20","23"
34165,"CA-2013-115588","2023-11-11","AF-10885","0.20","23"
19851,"ES-2013-4305617","2023-11-28","AF-10885","0.00","24"
26826,"ID-2013-48856","2023-12-07","AF-10885","0.00","25"
26825,"ID-2013-48856","2023-12-07","AF-10885","0.00","25"
12816,"ES-2014-4032097","2024-04-09","AF-10885","0.00","26"
12814,"ES-2014-4032097","2024-04-09","AF-10885","0.00","26"
12813,"ES-2014-4032097","2024-04-09","AF-10885","0.00","26"
12812,"ES-2014-4032097","2024-04-09","AF-10885","0.00","26"
12815,"ES-2014-4032097","2024-04-09","AF-10885","0.10","26"
16119,"ES-2014-5779828","2024-05-24","AF-10885","0.00","27"
16120,"ES-2014-5779828","2024-05-24","AF-10885","0.00","27"
2455,"MX-2014-104451","2024-06-10","AF-10885","0.00","28"
18806,"IT-2014-5117864","2024-07-22","AF-10885","0.50","29"
18805,"IT-2014-5117864","2024-07-22","AF-10885","0.50","29"
6901,"MX-2014-138233","2024-08-01","AF-10885","0.20","30"
6902,"MX-2014-138233","2024-08-01","AF-10885","0.00","30"
6903,"MX-2014-138233","2024-08-01","AF-10885","0.00","30"
21013,"IN-2014-32084","2024-08-06","AF-10885","0.00","31"
21010,"IN-2014-32084","2024-08-06","AF-10885","0.00","31"
21012,"IN-2014-32084","2024-08-06","AF-10885","0.00","31"
21011,"IN-2014-32084","2024-08-06","AF-10885","0.00","31"
862,"MX-2014-151085","2024-09-03","AF-10885","0.20","32"
861,"MX-2014-151085","2024-09-03","AF-10885","0.20","32"
28728,"IN-2014-19925","2024-10-09","AF-10885","0.15","33"
28727,"IN-2014-19925","2024-10-09","AF-10885","0.45","33"
20808,"ID-2014-60854","2024-10-16","AF-10885","0.27","34"
7656,"MX-2014-133473","2024-11-08","AF-10885","0.20","35"
7654,"MX-2014-133473","2024-11-08","AF-10885","0.00","35"
7653,"MX-2014-133473","2024-11-08","AF-10885","0.40","35"
7652,"MX-2014-133473","2024-11-08","AF-10885","0.00","35"
7655,"MX-2014-133473","2024-11-08","AF-10885","0.20","35"
43389,"CG-2011-8400","2021-10-01","AF-870","0.00","1"
43388,"CG-2011-8400","2021-10-01","AF-870","0.00","1"
48779,"IZ-2012-7440","2022-08-17","AF-870","0.00","2"
48780,"IZ-2012-7440","2022-08-17","AF-870","0.00","2"
48778,"IZ-2012-7440","2022-08-17","AF-870","0.00","2"
46177,"EG-2012-1490","2022-09-11","AF-870","0.00","3"
46176,"EG-2012-1490","2022-09-11","AF-870","0.00","3"
47345,"IR-2012-5450","2022-09-24","AF-870","0.00","4"
43460,"CA-2012-200","2022-11-26","AF-870","0.00","5"
43459,"CA-2012-200","2022-11-26","AF-870","0.00","5"
48635,"BO-2013-3500","2023-06-25","AF-870","0.00","6"
45327,"TZ-2014-3960","2024-09-12","AF-870","0.00","7"
45403,"CG-2014-2730","2024-12-19","AF-870","0.00","8"
45404,"CG-2014-2730","2024-12-19","AF-870","0.00","8"
45402,"CG-2014-2730","2024-12-19","AF-870","0.00","8"
45405,"CG-2014-2730","2024-12-19","AF-870","0.00","8"
50479,"KZ-2014-1640","2024-12-26","AF-870","0.70","9"
46725,"CG-2014-3960","2024-06-11","AF-885","0.00","1"
46726,"CG-2014-3960","2024-06-11","AF-885","0.00","1"
50821,"RO-2014-7230","2024-07-17","AF-885","0.00","2"
50820,"RO-2014-7230","2024-07-17","AF-885","0.00","2"
50819,"RO-2014-7230","2024-07-17","AF-885","0.00","2"
50822,"RO-2014-7230","2024-07-17","AF-885","0.00","2"
27181,"IN-2011-69366","2021-01-09","AG-10270","0.47","1"
27182,"IN-2011-69366","2021-01-09","AG-10270","0.17","1"
27183,"IN-2011-69366","2021-01-09","AG-10270","0.17","1"
27180,"IN-2011-69366","2021-01-09","AG-10270","0.17","1"
31314,"CA-2011-167164","2021-05-13","AG-10270","0.00","2"
7050,"MX-2011-103184","2021-06-29","AG-10270","0.00","3"
7049,"MX-2011-103184","2021-06-29","AG-10270","0.00","3"
38707,"CA-2011-103058","2021-07-23","AG-10270","0.00","4"
26290,"IN-2011-36179","2021-09-23","AG-10270","0.00","5"
26291,"IN-2011-36179","2021-09-23","AG-10270","0.00","5"
26289,"IN-2011-36179","2021-09-23","AG-10270","0.00","5"
24518,"IN-2012-35990","2022-01-12","AG-10270","0.00","6"
24520,"IN-2012-35990","2022-01-12","AG-10270","0.00","6"
24516,"IN-2012-35990","2022-01-12","AG-10270","0.00","6"
24517,"IN-2012-35990","2022-01-12","AG-10270","0.00","6"
24519,"IN-2012-35990","2022-01-12","AG-10270","0.00","6"
5222,"MX-2012-122406","2022-02-13","AG-10270","0.00","7"
29352,"IN-2012-32826","2022-04-12","AG-10270","0.00","8"
6654,"MX-2012-148411","2022-05-29","AG-10270","0.00","9"
10624,"IT-2012-5288691","2022-08-24","AG-10270","0.00","10"
39333,"CA-2012-153738","2022-09-20","AG-10270","0.00","11"
1271,"MX-2012-152464","2022-12-21","AG-10270","0.00","12"
1270,"MX-2012-152464","2022-12-21","AG-10270","0.00","12"
30959,"IN-2013-82127","2023-01-10","AG-10270","0.00","13"
30960,"IN-2013-82127","2023-01-10","AG-10270","0.00","13"
17638,"ES-2013-1265335","2023-08-22","AG-10270","0.00","14"
17637,"ES-2013-1265335","2023-08-22","AG-10270","0.00","14"
38683,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38684,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38679,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38682,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38685,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38681,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38677,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38678,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38680,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
38676,"CA-2013-105732","2023-09-14","AG-10270","0.00","15"
6992,"US-2013-146801","2023-11-22","AG-10270","0.40","16"
11281,"ES-2014-5791774","2024-01-13","AG-10270","0.00","17"
35972,"CA-2014-139416","2024-03-28","AG-10270","0.20","18"
6904,"MX-2014-132626","2024-05-30","AG-10270","0.00","19"
19168,"ES-2014-4018263","2024-06-18","AG-10270","0.10","20"
19169,"ES-2014-4018263","2024-06-18","AG-10270","0.00","20"
21162,"IN-2014-66888","2024-08-08","AG-10270","0.00","21"
3505,"US-2014-142944","2024-09-10","AG-10270","0.40","22"
6355,"MX-2014-142244","2024-10-06","AG-10270","0.00","23"
6356,"MX-2014-142244","2024-10-06","AG-10270","0.00","23"
21438,"IN-2014-18917","2024-10-27","AG-10270","0.00","24"
21436,"IN-2014-18917","2024-10-27","AG-10270","0.00","24"
21437,"IN-2014-18917","2024-10-27","AG-10270","0.00","24"
6145,"MX-2014-137995","2024-11-21","AG-10270","0.00","25"
5794,"MX-2011-139199","2021-01-19","AG-10300","0.00","1"
5793,"MX-2011-139199","2021-01-19","AG-10300","0.00","1"
5795,"MX-2011-139199","2021-01-19","AG-10300","0.00","1"
33912,"CA-2011-147298","2021-04-26","AG-10300","0.20","2"
33911,"CA-2011-147298","2021-04-26","AG-10300","0.20","2"
27643,"IN-2011-18203","2021-07-25","AG-10300","0.10","3"
10221,"US-2011-159338","2021-12-08","AG-10300","0.60","4"
227,"MX-2011-131709","2021-12-08","AG-10300","0.20","4"
704,"MX-2012-143826","2022-06-25","AG-10300","0.00","5"
19440,"ES-2012-3866726","2022-11-13","AG-10300","0.00","6"
38292,"CA-2012-166800","2022-11-19","AG-10300","0.00","7"
16175,"ES-2013-2105318","2023-04-05","AG-10300","0.00","8"
16177,"ES-2013-2105318","2023-04-05","AG-10300","0.00","8"
16176,"ES-2013-2105318","2023-04-05","AG-10300","0.00","8"
20643,"IN-2013-41667","2023-04-30","AG-10300","0.00","9"
20642,"IN-2013-41667","2023-04-30","AG-10300","0.00","9"
8789,"US-2013-108581","2023-05-16","AG-10300","0.40","10"
8790,"US-2013-108581","2023-05-16","AG-10300","0.40","10"
16255,"ES-2013-1222056","2023-07-24","AG-10300","0.00","11"
16257,"ES-2013-1222056","2023-07-24","AG-10300","0.00","11"
16256,"ES-2013-1222056","2023-07-24","AG-10300","0.10","11"
2624,"MX-2013-136931","2023-08-23","AG-10300","0.20","12"
13845,"ES-2013-4420927","2023-08-27","AG-10300","0.00","13"
16439,"ES-2013-5521273","2023-10-28","AG-10300","0.00","14"
16441,"ES-2013-5521273","2023-10-28","AG-10300","0.00","14"
16440,"ES-2013-5521273","2023-10-28","AG-10300","0.00","14"
12408,"IT-2013-3688620","2023-11-15","AG-10300","0.00","15"
12407,"IT-2013-3688620","2023-11-15","AG-10300","0.35","15"
35481,"CA-2013-143749","2023-12-06","AG-10300","0.00","16"
26502,"IN-2014-37789","2024-02-13","AG-10300","0.17","17"
7569,"MX-2014-108840","2024-04-26","AG-10300","0.40","18"
7570,"MX-2014-108840","2024-04-26","AG-10300","0.40","18"
30952,"ID-2014-85529","2024-05-08","AG-10300","0.40","19"
30953,"ID-2014-85529","2024-05-08","AG-10300","0.40","19"
30955,"ID-2014-85529","2024-05-08","AG-10300","0.40","19"
30954,"ID-2014-85529","2024-05-08","AG-10300","0.40","19"
34883,"CA-2014-161823","2024-09-04","AG-10300","0.00","20"
14626,"ES-2014-4108009","2024-10-20","AG-10300","0.00","21"
25475,"IN-2014-24559","2024-12-04","AG-10300","0.00","22"
347,"MX-2014-122574","2024-12-29","AG-10300","0.00","23"
346,"MX-2014-122574","2024-12-29","AG-10300","0.00","23"
18791,"IT-2011-2226067","2021-07-20","AG-10330","0.00","1"
18790,"IT-2011-2226067","2021-07-20","AG-10330","0.30","1"
18794,"IT-2011-2226067","2021-07-20","AG-10330","0.00","1"
18792,"IT-2011-2226067","2021-07-20","AG-10330","0.00","1"
18793,"IT-2011-2226067","2021-07-20","AG-10330","0.00","1"
3568,"US-2011-153017","2021-10-24","AG-10330","0.40","2"
18926,"ES-2011-3717351","2021-11-23","AG-10330","0.00","3"
18925,"ES-2011-3717351","2021-11-23","AG-10330","0.00","3"
25608,"ID-2011-30922","2021-11-28","AG-10330","0.45","4"
25605,"ID-2011-30922","2021-11-28","AG-10330","0.15","4"
25607,"ID-2011-30922","2021-11-28","AG-10330","0.45","4"
25610,"ID-2011-30922","2021-11-28","AG-10330","0.45","4"
25606,"ID-2011-30922","2021-11-28","AG-10330","0.45","4"
25609,"ID-2011-30922","2021-11-28","AG-10330","0.55","4"
25604,"ID-2011-30922","2021-11-28","AG-10330","0.45","4"
25603,"ID-2011-30922","2021-11-28","AG-10330","0.45","4"
27456,"ID-2012-61225","2022-01-23","AG-10330","0.10","5"
27455,"ID-2012-61225","2022-01-23","AG-10330","0.10","5"
12181,"IT-2012-4005393","2022-02-04","AG-10330","0.40","6"
12180,"IT-2012-4005393","2022-02-04","AG-10330","0.40","6"
22737,"IN-2012-36816","2022-05-02","AG-10330","0.00","7"
3566,"US-2012-129063","2022-10-02","AG-10330","0.20","8"
1034,"US-2012-130932","2022-10-12","AG-10330","0.40","9"
1035,"US-2012-130932","2022-10-12","AG-10330","0.40","9"
1033,"US-2012-130932","2022-10-12","AG-10330","0.40","9"
14557,"IT-2012-1426637","2022-11-08","AG-10330","0.10","10"
4234,"MX-2013-125290","2023-07-01","AG-10330","0.00","11"
37455,"CA-2013-104150","2023-08-04","AG-10330","0.00","12"
37454,"CA-2013-104150","2023-08-04","AG-10330","0.00","12"
120,"MX-2013-117471","2023-08-14","AG-10330","0.00","13"
10112,"US-2013-167850","2023-08-14","AG-10330","0.60","13"
10113,"US-2013-167850","2023-08-14","AG-10330","0.60","13"
119,"MX-2013-117471","2023-08-14","AG-10330","0.00","13"
118,"MX-2013-117471","2023-08-14","AG-10330","0.00","13"
10114,"US-2013-167850","2023-08-14","AG-10330","0.60","13"
15745,"ES-2013-5345443","2023-10-09","AG-10330","0.00","14"
15744,"ES-2013-5345443","2023-10-09","AG-10330","0.00","14"
9821,"MX-2013-142573","2023-11-19","AG-10330","0.00","15"
30325,"IN-2013-83436","2023-12-26","AG-10330","0.00","16"
30326,"IN-2013-83436","2023-12-26","AG-10330","0.00","16"
16499,"IT-2014-4809782","2024-02-24","AG-10330","0.00","17"
16498,"IT-2014-4809782","2024-02-24","AG-10330","0.10","17"
16500,"IT-2014-4809782","2024-02-24","AG-10330","0.00","17"
4682,"MX-2014-144134","2024-03-26","AG-10330","0.00","18"
17870,"ES-2014-3452497","2024-06-03","AG-10330","0.00","19"
353,"US-2014-128587","2024-06-12","AG-10330","0.40","20"
356,"US-2014-128587","2024-06-12","AG-10330","0.40","20"
352,"US-2014-128587","2024-06-12","AG-10330","0.40","20"
351,"US-2014-128587","2024-06-12","AG-10330","0.40","20"
354,"US-2014-128587","2024-06-12","AG-10330","0.40","20"
355,"US-2014-128587","2024-06-12","AG-10330","0.40","20"
5929,"MX-2014-141208","2024-07-02","AG-10330","0.00","21"
5928,"MX-2014-141208","2024-07-02","AG-10330","0.00","21"
5931,"MX-2014-141208","2024-07-02","AG-10330","0.00","21"
5930,"MX-2014-141208","2024-07-02","AG-10330","0.00","21"
21670,"IN-2014-56808","2024-07-12","AG-10330","0.17","22"
16117,"ES-2014-5119760","2024-07-28","AG-10330","0.35","23"
16116,"ES-2014-5119760","2024-07-28","AG-10330","0.00","23"
16489,"ES-2014-3566095","2024-08-04","AG-10330","0.00","24"
16490,"ES-2014-3566095","2024-08-04","AG-10330","0.00","24"
35649,"CA-2014-107748","2024-12-11","AG-10330","0.20","25"
35650,"CA-2014-107748","2024-12-11","AG-10330","0.00","25"
39034,"CA-2014-108287","2024-12-19","AG-10330","0.20","26"
37491,"CA-2014-104927","2024-12-23","AG-10330","0.20","27"
37489,"CA-2014-104927","2024-12-23","AG-10330","0.20","27"
